Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2002,Chronic lower respiratory diseases (J40-J47),CLRD,VA,2752,42.2
2012,Chronic lower respiratory diseases (J40-J47),CLRD,OR,1915,42.2
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,GA,3333,42.3
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,OH,5093,42.3
2011,Cerebrovascular diseases (I60-I69),Stroke,SD,444,42.3
2002,Diabetes mellitus (E10-E14),Diabetes,LA,1774,42.3
2008,Cerebrovascular diseases (I60-I69),Stroke,WA,2773,42.3
2011,Chronic lower respiratory diseases (J40-J47),CLRD,TX,9097,42.3
2015,Chronic lower respiratory diseases (J40-J47),CLRD,VT,357,42.3
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,VA,3710,42.4
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,OH,5124,42.4
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NV,1177,42.4
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,VT,301,42.4
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,CO,1806,42.4
2015,Alzheimer's disease (G30),Alzheimer's disease,GA,3714,42.4
2013,Chronic lower respiratory diseases (J40-J47),CLRD,TX,9800,42.4
2013,Cerebrovascular diseases (I60-I69),Stroke,NC,4503,42.4
2015,Chronic lower respiratory diseases (J40-J47),CLRD,OR,2119,42.4
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,SD,366,42.5
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,MO,2455,42.5
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NH,619,42.5
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,CO,1917,42.5
2001,Chronic lower respiratory diseases (J40-J47),CLRD,MI,4148,42.5
2015,Alzheimer's disease (G30),Alzheimer's disease,LA,2018,42.5
2009,Cerebrovascular diseases (I60-I69),Stroke,DE,415,42.5
2009,Cerebrovascular diseases (I60-I69),Stroke,VA,3244,42.5
2011,Chronic lower respiratory diseases (J40-J47),CLRD,USA,142943,42.5
2012,Chronic lower respiratory diseases (J40-J47),CLRD,NM,965,42.5
2012,Cerebrovascular diseases (I60-I69),Stroke,AK,188,42.5
2015,Chronic lower respiratory diseases (J40-J47),CLRD,DE,510,42.5
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,CO,1702,42.6
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ME,644,42.6
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NC,3438,42.6
2007,Cerebrovascular diseases (I60-I69),Stroke,WI,2738,42.6
2002,Chronic lower respiratory diseases (J40-J47),CLRD,CA,12684,42.6
2014,Cerebrovascular diseases (I60-I69),Stroke,GA,3948,42.6
2010,Cerebrovascular diseases (I60-I69),Stroke,OH,5755,42.6
2009,Cerebrovascular diseases (I60-I69),Stroke,WY,233,42.6
2005,Cerebrovascular diseases (I60-I69),Stroke,CO,1599,42.6
2009,Chronic lower respiratory diseases (J40-J47),CLRD,TX,8649,42.6
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,WI,2524,42.7
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NC,4324,42.7
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,VT,298,42.7
2005,Chronic lower respiratory diseases (J40-J47),CLRD,AK,158,42.7
2012,Cerebrovascular diseases (I60-I69),Stroke,IN,3073,42.7
2015,Cerebrovascular diseases (I60-I69),Stroke,TX,10485,42.7
2009,Chronic lower respiratory diseases (J40-J47),CLRD,LA,1878,42.7
2011,Cerebrovascular diseases (I60-I69),Stroke,GA,3564,42.7
1999,Chronic lower respiratory diseases (J40-J47),CLRD,DE,327,42.7
2009,Chronic lower respiratory diseases (J40-J47),CLRD,USA,137353,42.7
2004,Chronic lower respiratory diseases (J40-J47),CLRD,IA,1547,42.7
2012,Chronic lower respiratory diseases (J40-J47),CLRD,TX,9524,42.7
2009,Chronic lower respiratory diseases (J40-J47),CLRD,AZ,2839,42.7
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NV,1155,42.8
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,WI,2490,42.8
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,WI,2680,42.8
2012,Cerebrovascular diseases (I60-I69),Stroke,NC,4410,42.8
2007,Chronic lower respiratory diseases (J40-J47),CLRD,WA,2684,42.8
2003,Chronic lower respiratory diseases (J40-J47),CLRD,NH,531,42.8
2006,Chronic lower respiratory diseases (J40-J47),CLRD,MI,4474,42.8
2004,Cerebrovascular diseases (I60-I69),Stroke,FL,9715,42.8
2007,Cerebrovascular diseases (I60-I69),Stroke,IA,1686,42.8
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,DE,412,42.9
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,KS,1273,42.9
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,UT,1058,42.9
2003,Chronic lower respiratory diseases (J40-J47),CLRD,SD,379,42.9
2006,Cerebrovascular diseases (I60-I69),Stroke,DE,384,42.9
2000,Chronic lower respiratory diseases (J40-J47),CLRD,IA,1512,42.9
2004,Chronic lower respiratory diseases (J40-J47),CLRD,AZ,2416,42.9
2007,Cerebrovascular diseases (I60-I69),Stroke,MD,2364,42.9
2007,Chronic lower respiratory diseases (J40-J47),CLRD,AZ,2686,42.9
2004,Chronic lower respiratory diseases (J40-J47),CLRD,SD,391,42.9
2010,Cerebrovascular diseases (I60-I69),Stroke,ND,382,42.9
2003,Cerebrovascular diseases (I60-I69),Stroke,RI,565,42.9
2016,Cerebrovascular diseases (I60-I69),Stroke,NC,4940,43
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NC,4281,43
2016,Chronic lower respiratory diseases (J40-J47),CLRD,LA,2221,43
2010,Chronic lower respiratory diseases (J40-J47),CLRD,TX,8921,43
2014,Cerebrovascular diseases (I60-I69),Stroke,NC,4702,43
2013,Chronic lower respiratory diseases (J40-J47),CLRD,OR,2029,43
2003,Cerebrovascular diseases (I60-I69),Stroke,NH,536,43
2014,Cerebrovascular diseases (I60-I69),Stroke,OK,1847,43
2015,Cerebrovascular diseases (I60-I69),Stroke,OK,1881,43
2005,Cerebrovascular diseases (I60-I69),Stroke,ND,368,43
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,FL,8875,43.1
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,CO,1812,43.1
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,IN,2898,43.1
2002,Chronic lower respiratory diseases (J40-J47),CLRD,VT,276,43.1
2011,Chronic lower respiratory diseases (J40-J47),CLRD,NH,650,43.1
2003,Cerebrovascular diseases (I60-I69),Stroke,NJ,3966,43.1
2010,Chronic lower respiratory diseases (J40-J47),CLRD,ND,356,43.1
2010,Chronic lower respiratory diseases (J40-J47),CLRD,AZ,2926,43.1
1999,Chronic lower respiratory diseases (J40-J47),CLRD,FL,9131,43.1
2001,Chronic lower respiratory diseases (J40-J47),CLRD,VA,2744,43.1
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,GA,4344,43.2
1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,MO,2465,43.2
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ID,649,43.2
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NC,4144,43.2
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,WV,817,43.2
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,USA,146571,43.2
2015,Chronic lower respiratory diseases (J40-J47),CLRD,LA,2178,43.2
2009,Cerebrovascular diseases (I60-I69),Stroke,KS,1416,43.2
2002,Chronic lower respiratory diseases (J40-J47),CLRD,SD,383,43.2
2008,Chronic lower respiratory diseases (J40-J47),CLRD,IL,5602,43.2
1999,Chronic lower respiratory diseases (J40-J47),CLRD,IL,5155,43.2
2001,Chronic lower respiratory diseases (J40-J47),CLRD,LA,1763,43.2
2011,Cerebrovascular diseases (I60-I69),Stroke,NC,4299,43.2
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ND,349,43.3
1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,KY,1730,43.3
2002,Chronic lower respiratory diseases (J40-J47),CLRD,DE,350,43.3
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,OH,5275,43.4
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ME,628,43.4
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ID,641,43.4
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,FL,8746,43.4
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,SD,381,43.4
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,UT,1103,43.4
2007,Chronic lower respiratory diseases (J40-J47),CLRD,MI,4624,43.4
2005,Chronic lower respiratory diseases (J40-J47),CLRD,MI,4466,43.4
2007,Cerebrovascular diseases (I60-I69),Stroke,PA,7152,43.4
2011,Cerebrovascular diseases (I60-I69),Stroke,MO,3033,43.4
2008,Cerebrovascular diseases (I60-I69),Stroke,IL,5788,43.4
2008,Chronic lower respiratory diseases (J40-J47),CLRD,ND,355,43.4
2011,Alzheimer's disease (G30),Alzheimer's disease,WA,3138,43.4
2009,Chronic lower respiratory diseases (J40-J47),CLRD,DE,428,43.4
2015,Alzheimer's disease (G30),Alzheimer's disease,TN,3122,43.4
2008,Cerebrovascular diseases (I60-I69),Stroke,MI,4769,43.4
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,CO,2106,43.5
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,SD,348,43.5
2016,Chronic lower respiratory diseases (J40-J47),CLRD,AZ,3800,43.5
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,VT,308,43.5
2007,Cerebrovascular diseases (I60-I69),Stroke,USA,135952,43.5
2013,Chronic lower respiratory diseases (J40-J47),CLRD,AZ,3345,43.5
2005,Cerebrovascular diseases (I60-I69),Stroke,MN,2379,43.5
2004,Chronic lower respiratory diseases (J40-J47),CLRD,SC,1792,43.5
2006,Chronic lower respiratory diseases (J40-J47),CLRD,WA,2662,43.5
2013,Chronic lower respiratory diseases (J40-J47),CLRD,DE,482,43.5
2012,Chronic lower respiratory diseases (J40-J47),CLRD,NH,674,43.5
2009,Cerebrovascular diseases (I60-I69),Stroke,OR,1912,43.5
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ID,593,43.6
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,KS,1319,43.6
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NC,4136,43.6
2010,Alzheimer's disease (G30),Alzheimer's disease,WA,3025,43.6
2014,Alzheimer's disease (G30),Alzheimer's disease,WA,3344,43.6
2010,Chronic lower respiratory diseases (J40-J47),CLRD,LA,1939,43.6
2001,Chronic lower respiratory diseases (J40-J47),CLRD,IA,1552,43.6
2008,Cerebrovascular diseases (I60-I69),Stroke,IA,1732,43.6
2006,Cerebrovascular diseases (I60-I69),Stroke,IA,1718,43.6
2000,Chronic lower respiratory diseases (J40-J47),CLRD,SD,383,43.6
2006,Cerebrovascular diseases (I60-I69),Stroke,WA,2725,43.6
2012,Chronic lower respiratory diseases (J40-J47),CLRD,AZ,3221,43.6
2013,Alzheimer's disease (G30),Alzheimer's disease,WA,3277,43.6
2016,Chronic lower respiratory diseases (J40-J47),CLRD,DE,544,43.7
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ID,699,43.7
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,DE,425,43.7
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ID,606,43.7
2007,Cerebrovascular diseases (I60-I69),Stroke,CA,14557,43.7
2003,Chronic lower respiratory diseases (J40-J47),CLRD,USA,126382,43.7
2007,Cerebrovascular diseases (I60-I69),Stroke,OR,1835,43.7
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,KS,1333,43.8
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,UT,1211,43.8
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,GA,3396,43.8
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NC,4297,43.8
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,MN,2697,43.8
2015,Cerebrovascular diseases (I60-I69),Stroke,WV,1079,43.8
2006,Cerebrovascular diseases (I60-I69),Stroke,MD,2365,43.8
2012,Alzheimer's disease (G30),Alzheimer's disease,WA,3219,43.8
2007,Cerebrovascular diseases (I60-I69),Stroke,NE,921,43.8
2004,Chronic lower respiratory diseases (J40-J47),CLRD,WA,2549,43.8
2015,Chronic lower respiratory diseases (J40-J47),CLRD,AZ,3681,43.8
2003,Chronic lower respiratory diseases (J40-J47),CLRD,TX,7567,43.8
2005,Cerebrovascular diseases (I60-I69),Stroke,ME,693,43.8
1999,Chronic lower respiratory diseases (J40-J47),CLRD,VA,2699,43.8
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,IN,2974,43.9
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,MI,4647,43.9
2001,Chronic lower respiratory diseases (J40-J47),CLRD,USA,123013,43.9
2002,Chronic lower respiratory diseases (J40-J47),CLRD,USA,124816,43.9
2004,Chronic lower respiratory diseases (J40-J47),CLRD,NC,3625,43.9
2005,Chronic lower respiratory diseases (J40-J47),CLRD,USA,130933,43.9
2012,Cerebrovascular diseases (I60-I69),Stroke,LA,2039,43.9
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,MA,3229,44
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ID,670,44
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,KS,1317,44
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NV,1134,44
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,WI,2619,44
2013,Cerebrovascular diseases (I60-I69),Stroke,LA,2098,44
2009,Cerebrovascular diseases (I60-I69),Stroke,IN,3004,44
2008,Chronic lower respiratory diseases (J40-J47),CLRD,LA,1896,44
2000,Chronic lower respiratory diseases (J40-J47),CLRD,DE,341,44
2003,Cerebrovascular diseases (I60-I69),Stroke,CT,1828,44
2010,Chronic lower respiratory diseases (J40-J47),CLRD,DE,441,44
2011,Chronic lower respiratory diseases (J40-J47),CLRD,WA,3080,44
2010,Cerebrovascular diseases (I60-I69),Stroke,MO,3001,44
2006,Cerebrovascular diseases (I60-I69),Stroke,SD,442,44
2006,Chronic lower respiratory diseases (J40-J47),CLRD,SC,1935,44
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,RI,525,44.1
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ND,368,44.1
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,CO,1947,44.1
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ND,324,44.1
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,KS,1377,44.1
2004,Chronic lower respiratory diseases (J40-J47),CLRD,MO,2731,44.1
2008,Cerebrovascular diseases (I60-I69),Stroke,OR,1899,44.1
2013,Chronic lower respiratory diseases (J40-J47),CLRD,VT,353,44.1
2015,Alzheimer's disease (G30),Alzheimer's disease,MS,1402,44.1
2005,Chronic lower respiratory diseases (J40-J47),CLRD,TX,7988,44.1
2004,Cerebrovascular diseases (I60-I69),Stroke,MA,3254,44.1
2010,Cerebrovascular diseases (I60-I69),Stroke,KY,1992,44.1
2016,Alzheimer's disease (G30),Alzheimer's disease,TN,3250,44.2
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ID,568,44.2
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,FL,7919,44.2
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,GA,3528,44.2
2004,Cerebrovascular diseases (I60-I69),Stroke,WY,214,44.2
2006,Cerebrovascular diseases (I60-I69),Stroke,PA,7151,44.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,MI,5345,44.2
2007,Chronic lower respiratory diseases (J40-J47),CLRD,NH,611,44.2
2000,Chronic lower respiratory diseases (J40-J47),CLRD,USA,122009,44.2
2011,Cerebrovascular diseases (I60-I69),Stroke,IN,3127,44.2
2003,Chronic lower respiratory diseases (J40-J47),CLRD,CA,13448,44.2
2014,Cerebrovascular diseases (I60-I69),Stroke,SC,2393,44.2
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NV,1091,44.3
2016,Cerebrovascular diseases (I60-I69),Stroke,GA,4349,44.3
2002,Cerebrovascular diseases (I60-I69),Stroke,NJ,4016,44.3
2012,Cerebrovascular diseases (I60-I69),Stroke,KY,2073,44.3
2005,Cerebrovascular diseases (I60-I69),Stroke,DE,384,44.3
2009,Chronic lower respiratory diseases (J40-J47),CLRD,WA,2933,44.3
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,PA,6216,44.4
2016,Chronic lower respiratory diseases (J40-J47),CLRD,NM,1131,44.4
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,KS,1359,44.4
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NC,4557,44.4
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,LA,1999,44.4
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,VT,322,44.4
2016,Chronic lower respiratory diseases (J40-J47),CLRD,MI,5572,44.4
2013,Cerebrovascular diseases (I60-I69),Stroke,TN,3157,44.4
2002,Chronic lower respiratory diseases (J40-J47),CLRD,IA,1580,44.4
2015,Alzheimer's disease (G30),Alzheimer's disease,WA,3490,44.4
2003,Cerebrovascular diseases (I60-I69),Stroke,FL,9899,44.4
2010,Cerebrovascular diseases (I60-I69),Stroke,TX,9180,44.4
2001,Chronic lower respiratory diseases (J40-J47),CLRD,CA,12965,44.4
2006,Chronic lower respiratory diseases (J40-J47),CLRD,NE,878,44.4
2008,Cerebrovascular diseases (I60-I69),Stroke,WY,234,44.4
2000,Cerebrovascular diseases (I60-I69),Stroke,DC,252,44.4
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,UT,1097,44.5
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,CO,2144,44.5
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,SD,393,44.5
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,VT,306,44.5
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,OR,1999,44.5
2004,Chronic lower respiratory diseases (J40-J47),CLRD,ID,572,44.5
2013,Cerebrovascular diseases (I60-I69),Stroke,OK,1880,44.5
2011,Chronic lower respiratory diseases (J40-J47),CLRD,AZ,3166,44.5
2008,Cerebrovascular diseases (I60-I69),Stroke,AK,172,44.5
2008,Cerebrovascular diseases (I60-I69),Stroke,VA,3301,44.5
2007,Chronic lower respiratory diseases (J40-J47),CLRD,ME,728,44.5
2010,Cerebrovascular diseases (I60-I69),Stroke,IN,3082,44.5
2007,Cerebrovascular diseases (I60-I69),Stroke,MI,4798,44.5
2012,Chronic lower respiratory diseases (J40-J47),CLRD,LA,2074,44.5
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,RI,541,44.6
2008,Chronic lower respiratory diseases (J40-J47),CLRD,AK,181,44.6
2009,Alzheimer's disease (G30),Alzheimer's disease,WA,3010,44.6
2004,Cerebrovascular diseases (I60-I69),Stroke,AZ,2446,44.6
2007,Chronic lower respiratory diseases (J40-J47),CLRD,IA,1660,44.6
2003,Chronic lower respiratory diseases (J40-J47),CLRD,MI,4472,44.6
2007,Cerebrovascular diseases (I60-I69),Stroke,ID,640,44.6
2003,Cerebrovascular diseases (I60-I69),Stroke,NM,770,44.6
2005,Chronic lower respiratory diseases (J40-J47),CLRD,LA,1906,44.6
2000,Chronic lower respiratory diseases (J40-J47),CLRD,CA,12756,44.6
2006,Cerebrovascular diseases (I60-I69),Stroke,WI,2829,44.6
1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,LA,1940,44.7
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,WV,834,44.7
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ID,746,44.7
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,WI,2825,44.7
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ID,710,44.7
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NC,3525,44.7
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,FL,8229,44.7
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,OH,5420,44.7
2015,Chronic lower respiratory diseases (J40-J47),CLRD,NM,1109,44.7
2015,Cerebrovascular diseases (I60-I69),Stroke,NC,5033,44.7
2013,Chronic lower respiratory diseases (J40-J47),CLRD,NM,1052,44.7
2000,Chronic lower respiratory diseases (J40-J47),CLRD,TX,7286,44.7
2010,Chronic lower respiratory diseases (J40-J47),CLRD,IA,1698,44.7
2006,Cerebrovascular diseases (I60-I69),Stroke,HI,665,44.7
2007,Cerebrovascular diseases (I60-I69),Stroke,IL,5864,44.7
2008,Chronic lower respiratory diseases (J40-J47),CLRD,USA,141090,44.7
2006,Cerebrovascular diseases (I60-I69),Stroke,NE,922,44.7
2010,Cerebrovascular diseases (I60-I69),Stroke,NC,4298,44.7
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,ArKS,1373,44.8
1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,AZ,2214,44.8
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,CO,2056,44.8
1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,SD,351,44.8
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,CT,1799,44.8
2016,Alzheimer's disease (G30),Alzheimer's disease,GA,4021,44.8
2016,Chronic lower respiratory diseases (J40-J47),CLRD,NC,5311,44.8
2011,Cerebrovascular diseases (I60-I69),Stroke,KY,2064,44.8
2011,Chronic lower respiratory diseases (J40-J47),CLRD,DE,460,44.8
2011,Cerebrovascular diseases (I60-I69),Stroke,WV,1049,44.8
2002,Chronic lower respiratory diseases (J40-J47),CLRD,MI,4431,44.8
2001,Cerebrovascular diseases (I60-I69),Stroke,NJ,4007,44.8
2001,Chronic lower respiratory diseases (J40-J47),CLRD,SC,1731,44.8
2006,Cerebrovascular diseases (I60-I69),Stroke,USA,137119,44.8
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,VT,303,44.9
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,OK,1580,44.9
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,PA,6359,44.9
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,OK,1566,44.9
2004,Cerebrovascular diseases (I60-I69),Stroke,CO,1638,44.9
2009,Cerebrovascular diseases (I60-I69),Stroke,MO,3017,44.9
2009,Chronic lower respiratory diseases (J40-J47),CLRD,SD,440,44.9
2006,Cerebrovascular diseases (I60-I69),Stroke,MI,4752,44.9
2006,Chronic lower respiratory diseases (J40-J47),CLRD,NH,603,44.9
2012,Cerebrovascular diseases (I60-I69),Stroke,TN,3120,44.9
2007,Chronic lower respiratory diseases (J40-J47),CLRD,SC,2036,44.9
2010,Cerebrovascular diseases (I60-I69),Stroke,LA,1977,44.9
2004,Chronic lower respiratory diseases (J40-J47),CLRD,KS,1316,44.9
2016,Alzheimer's disease (G30),Alzheimer's disease,AL,2507,45
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,OH,5497,45
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,GA,3667,45
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,PA,6334,45
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,SD,411,45
2016,Alzheimer's disease (G30),Alzheimer's disease,LA,2195,45
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,GA,3762,45
2003,Chronic lower respiratory diseases (J40-J47),CLRD,VA,2983,45
2012,Chronic lower respiratory diseases (J40-J47),CLRD,GA,3977,45
2004,Cerebrovascular diseases (I60-I69),Stroke,VT,302,45
2000,Chronic lower respiratory diseases (J40-J47),CLRD,NE,838,45
2007,Chronic lower respiratory diseases (J40-J47),CLRD,VT,316,45
2004,Chronic lower respiratory diseases (J40-J47),CLRD,VT,296,45
2009,Chronic lower respiratory diseases (J40-J47),CLRD,MI,4961,45
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,GA,3879,45.1
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,AZ,3029,45.1
2008,Chronic lower respiratory diseases (J40-J47),CLRD,TX,8874,45.1
2014,Chronic lower respiratory diseases (J40-J47),CLRD,NC,5023,45.1
2000,Chronic lower respiratory diseases (J40-J47),CLRD,VA,2820,45.1
2007,Chronic lower respiratory diseases (J40-J47),CLRD,NM,884,45.1
2005,Cerebrovascular diseases (I60-I69),Stroke,WY,221,45.1
2011,Chronic lower respiratory diseases (J40-J47),CLRD,OR,2023,45.1
2007,Chronic lower respiratory diseases (J40-J47),CLRD,GA,3384,45.1
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,NV,1021,45.2
2008,Cerebrovascular diseases (I60-I69),Stroke,OH,5951,45.2
2009,Cerebrovascular diseases (I60-I69),Stroke,TX,9137,45.2
2012,Chronic lower respiratory diseases (J40-J47),CLRD,MI,5251,45.2
